'P26NickelV15um','P27CrackDepthV20um','P44TN','P51NickelR','P52XYPlaneL22um','P57DisplacementYComponentum','P36SIFSK2MaximumMPaum05',P66SIFSK1MaximumMPaum05'
13.30920874,13.29065622,70.78874248,319.3290863,2946.879095,165.2501098,-0.535132958,749.5685795
13.30920874,13.26001918,70.86215173,319.3276336,2944.777465,165.1530603,-0.638606959,749.9867119
13.30920874,13.28461543,70.86215173,319.3276336,2944.777465,165.1530603,-0.862364081,749.905706
13.30920874,13.28461543,70.86215173,319.3276336,2949.264854,165.0393073,0.122067645,748.6015266
13.30920874,13.28461543,70.86215173,319.3276336,2949.264854,165.2501098,-0.408931673,749.3049811
13.30920874,13.29065622,70.78874248,319.3290863,2946.879095,165.2501098,-0.535132958,749.5685795
13.30952524,8.303615767,45.88917623,264.3204565,2533.675156,167.9028558,-0.285114479,742.7774763
13.30952524,8.303615767,45.88917623,264.3204565,2533.675156,167.9028558,-0.285114479,742.7774763
13.31228564,2.118794804,63.25593821,243.3049211,2681.208419,159.7377121,0.607839892,750.3279254
13.31316765,6.73116133,64.3449139,277.2588515,2595.586137,153.4836826,-3.609874843,760.0978809
13.31342572,13.08801964,69.97812841,317.5328652,2944.901612,165.9137166,-0.00531238,749.4671113
13.31342572,13.08801964,69.97812841,317.5328652,2944.901612,165.9137166,-0.00531238,749.4671113
13.31394095,13.18630774,71.01129487,319.2832852,2946.445638,165.3627702,-0.799362826,751.0715424
13.31394095,13.18630774,71.01129487,319.2832852,2946.445638,165.3627702,-0.799362826,751.0715424
13.31492634,8.279926146,49.54827759,270.7274746,2607.139303,169.806915,0.406970441,751.4099317
13.31492634,8.279926146,49.54827759,270.7274746,2607.139303,169.806915,0.406970441,751.4099317
13.31559332,10.75520988,37.42032535,270.3300581,2094.300212,141.3809734,0.442767119,742.9487278
13.31559332,10.75520988,37.42032535,270.3300581,2094.300212,141.3809734,0.442767119,742.9487278
13.31778787,13.05249318,69.81741974,317.0692701,2945.528159,165.7683365,0.841475261,748.2905321
13.31778787,13.05249318,69.81741974,317.0692701,2945.528159,166.0492051,0.139216519,749.2220377
13.31778787,13.05249318,69.81741974,317.0692701,2945.528159,165.7683365,0.841475261,748.2905321
13.31778787,13.05249318,69.81741974,317.0692701,2945.528159,166.0492051,0.139216519,749.2220377
13.31923317,2.978851266,55.34531124,241.4669126,2322.628298,144.3450229,-0.795291719,750.9153928
13.33404843,9.278733002,50.07234336,273.0338887,2315.813307,147.8488366,-8.4641688,751.360312
13.33484169,12.20931454,69.56815591,312.571615,2933.302655,166.4286789,-0.659971771,752.2713372
13.33484169,12.20931454,69.56815591,312.571615,2933.302655,166.4286789,-0.659971771,752.2713372
13.33878335,9.140505573,45.59307182,272.6094169,2495.507834,167.5935296,0.26757109,755.2681265
13.33878335,9.140505573,45.59307182,272.6094169,2495.507834,167.5935296,0.26757109,755.2681265
13.34561857,13.1327021,70.86215173,317.8776401,2944.777465,165.1368967,-0.716000594,750.0669987
13.34561857,13.1327021,70.86215173,318.6191603,2944.777465,165.1368967,0.468546197,750.6400687
13.34561857,13.1327021,70.86215173,317.8776401,2944.777465,165.1368967,-0.716000594,750.0669987
13.34561857,13.1327021,70.86215173,318.6191603,2944.777465,165.1368967,0.468546197,750.6400687
13.34613659,12.71224085,69.90036493,316.3802392,2933.354608,166.452928,-0.306556859,754.6208345
13.34613659,12.71224085,69.90036493,316.3802392,2933.354608,166.452928,-0.306556859,754.6208345
13.34806661,4.562322034,22.30489747,218.3357763,1730.525842,142.0283594,-4.439579246,751.2335612
13.36328477,12.37504452,69.91763042,312.571615,2950.279223,166.4052061,-0.181359449,749.6332873
13.36328477,12.79454011,69.91763042,316.0741752,2942.287898,166.8770104,-0.796271628,754.0418487
13.36328477,12.89102228,69.91763042,316.0741752,2945.623455,166.0800542,0.833478044,750.3658851
13.36328477,12.93861604,69.91763042,316.0741752,2945.623455,166.5517984,-0.781724902,751.76856
13.36328477,12.95755314,69.91763042,316.0781017,2949.75,166.5517984,-0.301338954,750.8590937
13.36328477,12.95755314,69.91763042,316.0781017,2952.251889,166.5517984,0.077981568,750.3357371
13.36328477,12.37504452,69.91763042,312.571615,2950.279223,166.4052061,-0.181359449,749.6332873
13.36328477,12.79454011,69.91763042,316.0741752,2942.287898,166.8770104,-0.796271628,754.0418487
13.36328477,12.89102228,69.91763042,316.0741752,2945.623455,166.0800542,0.833478044,750.3658851
13.36328477,12.93861604,69.91763042,316.0741752,2945.623455,166.5517984,-0.781724902,751.76856
13.36328477,12.95755314,69.91763042,316.0781017,2949.75,166.5517984,-0.301338954,750.8590937
13.36328477,12.95755314,69.91763042,316.0781017,2952.251889,166.5517984,0.077981568,750.3357371
13.36394319,12.71224085,69.91763042,316.3820687,2933.354608,166.452928,0.135586434,755.054869
13.36394319,12.71224085,70.23164663,316.0305832,2935.005546,165.6822792,0.438953993,752.7046676
13.36394319,12.71224085,69.91763042,316.3820687,2933.354608,166.452928,0.135586434,755.054869
13.36394319,12.71224085,70.23164663,316.0305832,2935.005546,165.6822792,0.438953993,752.7046676
13.36682721,13.00704614,71.76427352,315.9701698,2892.36762,160.3260193,-1.750582411,746.4994197
13.36682721,13.00704614,71.76427352,316.950167,2892.36762,160.3769815,-0.313064352,747.4284684
13.36682721,13.00704614,71.76427352,315.9701698,2892.36762,160.3260193,-1.750582411,746.4994197
13.36682721,13.00704614,71.76427352,316.950167,2892.36762,160.3769815,-0.313064352,747.4284684
13.3693281,4.765361849,35.16929926,233.1322864,2036.716607,148.1108185,-0.180062915,750.0496153
13.3714585,8.347166679,66.37319123,284.4088734,2804.144022,162.0543843,-4.250509342,749.2927853
13.37308107,5.185632166,56.0227504,250.6061535,2326.535808,143.094458,-12.42005827,745.9321833
13.37521049,3.044246041,37.98044262,219.6492826,2041.784268,147.0419178,-12.06471299,750.4427617
13.38325405,6.804721942,71.76309421,279.6215312,2963.429857,166.8338209,-6.740785418,749.7969793
13.39689495,9.061676585,71.91643181,295.6367264,2881.305914,160.4340551,0.239544289,749.6261519
13.39715275,8.800621457,75.97577493,297.9110641,2958.003098,161.0713071,-0.325309722,749.4021549
13.4209051,14.14946961,72.32233606,325.4729338,2951.746573,164.7846427,0.267981082,755.2666427
13.4209051,14.48092727,71.53370889,325.4729338,2948.584907,164.9973847,-0.511132183,753.5676596
13.4209051,14.14946961,72.32233606,325.4729338,2951.746573,164.7846427,0.267981082,755.2666427
13.4209051,14.48092727,71.53370889,325.4729338,2948.584907,164.9973847,-0.511132183,753.5676596
13.42206038,12.96022936,71.82631082,318.4380477,2950.243701,165.614955,-0.433680898,755.7815465
13.42206038,12.96022936,71.82631082,318.4380477,2953.961256,165.614955,0.145332352,755.0174187
13.42206038,13.08395145,70.86215173,316.1314167,2944.777465,165.1368967,-0.882394971,750.561924
13.42206038,13.10550998,70.71847709,316.1014654,2950.613068,165.4968934,-0.522027112,750.0782562
13.42206038,13.27137976,70.71847709,318.0003695,2950.613068,165.4968934,1.012282675,750.9529031
13.42206038,13.28461543,70.86215173,317.8776401,2944.777465,165.1368967,0.092532959,751.2060783
13.42206038,13.40605365,70.71940485,317.9396111,2944.777465,165.1675447,-0.387664376,750.5667709
13.42206038,13.41330135,70.85977658,319.4933723,2950.243701,165.7775261,0.762094611,753.0025395
13.42206038,13.41934214,70.78636733,319.494825,2950.243701,165.7775261,1.014534692,752.7907663
13.42206038,13.45203302,69.79480997,318.7628582,2914.380674,165.3698021,-0.964608217,755.6455002
13.42206038,14.06354799,69.79480997,320.2505557,2944.388384,165.8181688,-0.501763497,749.9970341
13.42206038,12.96022936,71.82631082,318.4380477,2950.243701,165.614955,-0.433680898,755.7815465
13.42206038,12.96022936,71.82631082,318.4380477,2953.961256,165.614955,0.145332352,755.0174187
13.42206038,13.08395145,70.86215173,316.1314167,2944.777465,165.1368967,-0.882394971,750.561924
13.42206038,13.10550998,70.71847709,316.1014654,2950.613068,165.4968934,-0.522027112,750.0782562
13.42206038,13.27137976,70.71847709,318.0003695,2950.613068,165.4968934,1.012282675,750.9529031
13.42206038,13.28461543,70.86215173,317.8776401,2944.777465,165.1368967,0.092532959,751.2060783
13.42206038,13.40605365,70.71940485,317.9396111,2944.777465,165.1675447,-0.387664376,750.5667709
13.42206038,13.41330135,70.85977658,319.4933723,2950.243701,165.7775261,0.762094611,753.0025395
13.42206038,13.41934214,70.78636733,319.494825,2950.243701,165.7775261,1.014534692,752.7907663
13.42206038,13.45203302,69.79480997,318.7628582,2914.380674,165.3698021,-0.964608217,755.6455002
13.42206038,14.06354799,69.79480997,320.2505557,2944.388384,165.8181688,-0.501763497,749.9970341
13.42248037,11.91220582,72.61693977,313.9579692,2952.561593,165.1993567,0.05016412,756.4088769
13.42248037,11.91220582,72.61693977,313.9579692,2952.561593,165.1993567,0.05016412,756.4088769
13.42828981,11.69569873,64.93372289,296.6113287,2679.301495,153.2870587,-7.051429298,740.8640666
13.43356303,3.897768587,45.4641026,235.6197812,2321.107578,156.014032,-2.301149695,749.6468224
13.43356303,3.897768587,45.4641026,235.6197812,2321.107578,156.014032,-2.301149695,749.6468224
13.43416502,10.9632513,37.22835848,271.5361472,2108.620601,143.8169437,-0.809968001,751.3853009
13.43416502,11.05074727,37.22835848,271.5361472,2108.620601,143.5159705,-1.202635703,750.4161507
13.43416502,10.9632513,37.22835848,271.5361472,2108.620601,143.8169437,-0.809968001,751.3853009
13.43416502,11.05074727,37.22835848,271.5361472,2108.620601,143.5159705,-1.202635703,750.4161507
13.44304206,8.37412756,50.24817517,269.5965476,2544.828291,163.7800787,0.32322167,750.793115
13.44304206,8.37412756,50.24817517,270.7274746,2553.518609,165.1689875,0.411616915,754.2853133
13.44304206,8.37412756,50.24817517,269.5965476,2544.828291,163.7800787,0.32322167,750.793115
13.44304206,8.37412756,50.24817517,270.7274746,2553.518609,165.1689875,0.411616915,754.2853133
13.44893193,8.841993079,71.58901863,291.6279762,2895.21015,161.8943262,-3.030585948,749.3844017
13.45817268,6.888096925,53.97849258,263.4026101,2329.19382,144.5188414,-1.919526461,751.0922306
13.45845839,2.13830877,40.47175488,218.7546229,2028.462472,141.2491751,0.680605983,750.1403502
13.46737685,3.958815538,75.80556212,264.1039089,2958.452233,163.3618059,-7.051886501,750.02503
13.47134259,2.641048138,61.34179583,242.3406298,2460.071857,147.7952911,-3.493396652,752.9861666
13.48151682,14.40459906,69.06131819,317.4508799,2933.670327,164.021961,-0.442818322,742.4949062
13.48151682,14.40459906,69.06131819,317.4508799,2933.670327,164.021961,-0.442818322,742.4949062
13.48991322,13.49092397,70.86215173,317.8776401,2944.844279,165.1046595,0.251982665,751.8625713
13.48991322,13.49092397,70.86215173,317.8776401,2944.844279,165.1046595,0.251982665,751.8625713
13.50028723,9.80698484,69.88960305,291.9835274,2741.825171,154.7967604,-9.239249077,750.0059716
13.50292041,13.6355239,69.43117757,316.053061,2975.259537,168.2317454,-0.677145593,750.5312809
13.50292041,13.6355239,69.43117757,316.053061,2975.259537,168.2317454,-0.677145593,750.5312809
13.50709481,13.85016615,69.26487023,315.6001441,2965.441997,166.137363,1.157556615,744.2638972
13.50709481,13.85016615,69.26487023,315.6001441,2965.441997,166.137363,1.157556615,744.2638972
13.5097,2.298844733,65.70728196,240.2961196,2525.362083,150.4527288,-16.33403796,758.238795
13.52753609,13.10598699,71.48721542,316.6455868,2944.777465,165.1368967,0.133382263,754.8185468
13.52753609,13.10598699,71.48721542,316.6455868,2944.777465,165.1368967,0.133382263,754.8185468
13.53453192,12.35635094,69.45695238,306.7522689,2917.417291,165.0607364,-4.44040297,749.8899614
13.53567353,14.15746109,69.30640873,318.9245127,2977.134527,168.1688841,1.089922958,750.833204
13.53567353,14.15746109,69.30640873,318.9245127,2977.134527,168.1688841,1.089922958,750.833204
13.53850441,10.95443887,61.41089478,288.8953213,2588.84107,153.1524871,-9.836984279,750.0682137
13.54387931,14.58410977,75.87690636,322.7489965,2911.55676,158.6272891,-9.224508946,750.9099039
13.55252755,10.55247367,64.82325272,293.1952111,2604.153184,151.3011631,-5.546705433,754.6762778
13.56730137,4.470185751,39.29218391,229.7271287,2083.294144,145.9389238,-6.865380806,749.1773529
13.57014495,2.515789177,40.66830404,218.7170654,2035.079146,141.6222193,-4.606197685,750.7290899
13.58077713,11.46976605,34.83162118,269.945923,2070.865184,141.5130359,0.851231966,750.3484456
13.58077713,11.46976605,34.83162118,269.945923,2070.865184,141.5130359,0.851231966,750.3484456
13.5853,10.82355535,52.94668148,281.2195651,2528.802381,157.9265766,-4.755416924,750.0327593
13.58619449,10.28964765,57.87611171,284.5037364,2765.378734,167.532141,0.711832129,747.1498062
13.58746911,8.969186368,72.71963273,291.453303,2834.218628,156.6227703,-1.519345167,749.0386649
13.5898924,13.02012284,71.7464563,314.6144727,2952.542265,165.10858,-0.403877729,753.8523242
13.5898924,13.02012284,71.7464563,314.6144727,2952.542265,165.10858,-0.403877729,753.8523242
13.59101682,13.02012284,71.7464563,315.5979845,2949.651707,165.10858,0.772172393,755.2508879
13.59101682,13.02012284,71.7464563,315.5979845,2949.651707,165.10858,0.772172393,755.2508879
13.6050106,10.39799267,56.64153049,281.4794336,2763.38797,167.7142952,0.031524565,741.6583103
13.6050106,10.39799267,56.64153049,281.4794336,2763.38797,167.7142952,0.031524565,741.6583103
13.61111055,15.10458028,60.43267527,312.0317329,2550.922391,150.1783514,-8.025008442,758.2181441
13.62566261,5.360012619,65.89137858,263.036425,2503.670061,143.5268964,-0.847195718,749.5058803
13.62979828,13.99521965,71.40570335,315.8071626,2998.574183,165.4700313,1.563055676,743.2428662
13.62979828,13.99521965,71.40570335,315.8071626,2998.574183,165.6959271,0.995896842,743.9932051
13.62979828,13.99521965,71.40570335,315.8071626,2998.574183,165.4700313,1.563055676,743.2428662
13.62979828,13.99521965,71.40570335,315.8071626,2998.574183,165.6959271,0.995896842,743.9932051
13.63397612,5.494110962,70.4528321,267.5974462,2908.859561,164.8210501,-3.916575939,751.3919264
13.64673255,14.42738524,37.32978592,284.4096135,2408.740631,162.5646621,-0.701086584,745.4876489
13.64796725,2.458527378,67.86674686,244.08394,2584.547205,148.2459698,-3.016877965,749.101883
13.65884909,12.56173036,43.48094451,281.18944,2319.430356,150.6216762,-1.217208887,748.5740181
13.66976851,5.490523369,97.80714063,293.7267277,2900.700035,143.2915702,-8.877839606,756.9034511
13.67785291,2.864086024,42.25872229,218.2496652,2402.239416,166.2415109,-6.62880658,741.402394
13.6987,15.08737805,60.43267527,312.0317329,2555.943946,150.1783514,-4.543309198,758.8115271
13.70648105,9.191395241,16.9821217,229.429354,1973.719915,166.3092239,-18.50068178,746.8032481
13.70807579,3.289203483,56.14491909,239.0397795,2352.666883,144.6344741,-0.68143174,750.9898316
13.71350225,10.92923754,69.32960527,296.9709792,2834.48232,159.566746,-1.056244599,749.6484134
13.71587105,10.01207969,69.47974243,292.2342317,2921.497009,165.1140916,-1.258663424,750.3635576
13.71753338,14.68272342,69.18796442,318.5674161,2946.608965,166.432213,0.78547588,753.3555812
13.71753338,15.01992889,69.02810621,319.0242386,2949.904434,166.432213,-0.359449084,751.6928145
13.71753338,14.68272342,69.18796442,318.5674161,2946.608965,166.432213,0.78547588,753.3555812
13.71753338,15.01992889,69.02810621,319.0242386,2949.904434,166.432213,-0.359449084,751.6928145
13.72625928,16.0449144,66.51285652,318.6320676,2944.964832,166.2575753,-0.0040188,742.9764519
13.72625928,16.0449144,66.51285652,318.6320676,2944.964832,166.2575753,-0.0040188,742.9764519
13.73387337,9.9132875,53.23605291,277.6669947,2549.768246,159.7739926,0.277079834,755.0217332
13.73387337,9.9132875,53.23605291,277.6669947,2549.768246,159.7739926,0.277079834,755.0217332
13.7365,9.162889392,56.58191806,276.2902149,2425.294916,147.3947803,-0.422693388,754.6454998
13.74354026,14.79664925,69.11899603,317.8649073,2947.13805,166.6273626,-0.799092311,753.4804002
13.74354026,14.79664925,69.18796442,318.5674161,2942.331405,166.5437709,-0.544821706,754.9247594
13.74354026,14.79664925,69.11899603,317.8649073,2947.13805,166.6273626,-0.799092311,753.4804002
13.74354026,14.79664925,69.18796442,318.5674161,2942.331405,166.5437709,-0.544821706,754.9247594
13.74455697,7.74917532,71.62921335,279.1869549,2941.903718,164.7600481,-5.503218368,749.6017719
13.7717056,7.523571695,65.07295618,271.9803551,2612.042237,153.1878687,-9.687824735,758.3872722
13.77663052,10.30341619,56.99041898,282.1553125,2714.143526,165.8216876,1.044389065,752.3114938
13.77663052,10.30341619,56.99041898,282.1553125,2714.143526,165.8216876,1.044389065,752.3114938
13.7804386,14.23891461,63.24542,301.398567,2684.171084,154.4289631,-9.942777711,744.8080696
13.7804386,14.38189382,63.24542,299.62144,2684.171084,155.5896314,-17.56685161,747.7150238
13.78316144,10.38987442,55.84320634,281.4794336,2715.646207,167.4896127,0.74137951,752.9519576
13.78316144,10.38987442,55.84320634,282.0296219,2715.646207,167.742412,1.052814556,754.2472375
13.78316144,10.38987442,55.84320634,281.4794336,2715.646207,167.4896127,0.74137951,752.9519576
13.78316144,10.38987442,55.84320634,282.0296219,2715.646207,167.742412,1.052814556,754.2472375
13.78403919,14.5684036,71.40570335,317.0541874,2998.695262,165.9970263,1.487201724,747.4511149
13.78403919,14.5684036,71.40570335,317.0541874,2998.695262,165.9970263,1.487201724,747.4511149
13.7862429,12.21623334,35.80332444,271.2155914,2103.967369,141.9120645,-2.109021301,753.5182486
13.78662577,14.53505735,67.41635595,311.7210392,2940.04525,166.0126905,0.427361795,745.3237022
13.78662577,14.53505735,67.41635595,311.7210392,2940.04525,166.0126905,0.427361795,745.3237022
13.78940385,14.53505735,69.01631975,314.6505473,2943.119715,166.0648229,-1.117864082,751.4595387
13.78940385,14.65706249,69.01631975,314.6505473,2960.558162,166.0648229,0.602879622,747.4085811
13.78940385,14.53505735,69.01631975,314.6505473,2943.119715,166.0648229,-1.117864082,751.4595387
13.78940385,14.65706249,69.01631975,314.6505473,2960.558162,166.0648229,0.602879622,747.4085811
13.79052826,14.93423934,69.01631975,315.6340591,2960.687794,166.0648229,-0.284054152,747.4262797
13.79052826,14.93423934,69.01631975,315.6340591,2960.687794,166.0648229,-0.284054152,747.4262797
13.79229778,3.248678633,43.53502521,220.3954424,2156.603336,146.9666258,-13.39490464,749.4309511
13.79326433,13.64957021,60.7593001,300.37868,2684.746175,157.9928976,-4.112347542,750.5289348
13.79405764,2.884441304,58.66556953,238.4540882,2523.136747,156.2027071,-5.409955304,761.3625201
13.7963412,14.39625997,70.8235465,317.4508799,2933.670327,164.5813505,-0.400760506,755.9258378
13.7963412,14.49300471,70.8235465,317.4508799,2939.33836,164.5813505,-0.347526953,754.4460221
13.7963412,14.49300471,70.8235465,317.4508799,2939.33836,164.699021,-0.652774871,754.8485669
13.7963412,14.76341651,70.41955801,317.4508799,2944.721763,164.5813505,-0.258741702,751.4967212
13.7963412,14.39625997,70.8235465,317.4508799,2933.670327,164.5813505,-0.400760506,755.9258378
13.7963412,14.49300471,70.8235465,317.4508799,2939.33836,164.5813505,-0.347526953,754.4460221
13.7963412,14.49300471,70.8235465,317.4508799,2939.33836,164.699021,-0.652774871,754.8485669
13.7963412,14.76341651,70.41955801,317.4508799,2944.721763,164.5813505,-0.258741702,751.4967212
13.79670875,14.31345186,72.56103358,316.7756477,2985.342059,164.9697573,-0.57129073,750.5853318
13.79670875,14.31345186,72.56103358,316.7756477,2985.342059,164.9697573,-0.57129073,750.5853318
13.79739568,14.49300471,70.8235465,317.4508799,2939.33836,164.5976762,-0.364191122,754.5171538
13.79739568,14.49300471,70.8235465,317.4508799,2939.33836,164.5976762,-0.364191122,754.5171538
13.79749505,6.790287919,66.88133464,268.6424152,2766.870342,159.0023098,-4.779599439,750.4949916
13.80060907,7.98908125,30.54162529,239.3804331,2060.487738,155.331551,-14.34264659,758.8353044
13.80193508,10.12812591,53.70316018,277.6027892,2570.233148,159.9405678,0.557791596,752.9629885
13.80193508,10.12812591,53.70316018,277.6027892,2570.233148,159.9405678,0.557791596,752.9629885
13.80197184,12.31471884,43.48094451,279.4915917,2314.013925,151.6515818,-2.334449655,756.2958935
13.80537294,13.70152663,64.71353918,302.866696,2725.910435,156.9433213,-7.109778222,750.4920758
13.81766678,10.41520711,51.14743026,275.3760194,2465.55547,154.8843079,-0.434864431,750.9259423
13.81766678,10.41520711,51.14743026,275.3760194,2465.55547,154.8843079,-0.434864431,750.9259423
13.82686366,2.543222857,68.06658738,240.8297098,2566.317989,142.8854488,3.365944889,734.2917116
13.83470705,11.290905,62.12635275,290.2780066,2640.541568,154.211804,-0.172055733,750.3027189
13.84087222,5.23126875,59.40305999,249.2825889,2365.097189,143.3618515,-14.26506665,755.9823961
13.84613724,3.468966236,65.39531931,248.1039559,2678.110108,151.5752317,10.77530634,738.2319763
13.84883312,9.009677503,60.46179172,269.9251974,2724.675235,161.1039136,-7.689578715,740.6310717
13.8542299,3.248678633,42.36767286,217.5121101,2156.603336,146.9666258,-11.42112418,743.0188516
13.86471956,14.90937999,68.08297477,314.8003774,2961.740523,167.9730347,-0.156412633,752.0784467
13.86471956,14.92338543,68.0591425,314.8003774,2969.597552,167.9545737,1.156646406,750.2042602
13.86471956,14.90937999,68.08297477,314.8003774,2961.740523,167.9730347,-0.156412633,752.0784467
13.86471956,14.92338543,68.0591425,314.8003774,2969.597552,167.9545737,1.156646406,750.2042602
13.86670476,14.59024909,71.59651428,313.7103791,2997.613203,164.952335,-0.13692501,743.8879164
13.86670476,14.59024909,71.59651428,313.7103791,2997.613203,164.952335,-0.13692501,743.8879164
13.86702078,7.389760471,38.10644696,241.3059149,2143.835712,149.5081685,-9.314039294,749.4958066
13.8715,11.46564375,38.59205562,265.82944,2114.908105,141.6960564,-9.832845522,755.7802287
13.87154277,8.717167415,32.1519562,248.9752798,2076.513284,151.6181793,-2.218657833,759.0717941
13.87759503,9.492059441,79.77680854,295.9267484,2750.581852,142.6718496,4.81342597,740.4146474
13.88314348,10.84845625,6.065184932,229.3781381,1842.740188,159.1159842,-8.475676206,743.7256273
13.88497968,2.351293538,72.91418191,246.160674,2687.949295,149.3805377,0.045927856,750.0179182
13.91530393,12.23749132,65.08139433,292.2346631,2888.554419,167.5590043,-9.24129908,749.0789159
13.91530526,7.48126875,71.80792082,273.5169813,2922.560393,165.2125468,-12.76912764,754.5833921
13.9306466,15.17245003,40.56424796,274.4778648,2356.973123,150.8198868,-19.47882544,736.7314619
13.93217777,3.361678906,40.74636677,218.6809016,2117.399413,148.6324508,-13.06654526,756.2979618
13.93786832,6.44427922,69.7654631,265.5378322,2852.643753,162.0852699,-9.491290517,751.2420572
13.95783552,3.545744505,83.89858149,260.5177221,2706.157438,143.8631127,-15.3977818,757.6206094
13.96117937,2.248359199,87.52782533,255.8208962,2818.907678,145.601262,-6.836911893,749.0989069
13.97353546,11.80951058,67.53254533,293.7874021,2454.137869,141.1608146,-17.91531552,767.868225
13.975,9.193164164,78.06700631,287.8959988,2658.347742,142.95923,-12.40318075,753.7512672
13.975,9.874359785,78.25064467,294.0123451,2663.281263,142.5733425,-7.353314478,754.3639214
13.98080329,2.482732611,71.55111156,239.15424,2832.139944,158.9005754,-9.453638471,742.3906463
13.98221787,4.598039026,71.87630388,258.2190241,2931.759856,164.2845457,-2.66235973,750.9410225
13.99049243,12.5823383,68.13930756,297.9051371,2873.21712,162.5955944,-4.125962782,749.3725711
13.99049243,12.5823383,68.13930756,297.9051371,2879.439714,162.9713873,-4.079043196,749.3079587
14.00124166,8.473441332,76.34190084,283.3065876,2801.96309,151.4628629,-5.775104072,749.6723902
14.00879479,12.77691,35.33809526,270.6316829,2114.908105,141.770926,-2.295010305,755.5230907
14.00894193,3.721187848,47.21563553,226.8856897,2419.714635,160.1525512,-5.991528098,749.1827874
14.0181229,8.972037542,80.55675267,285.2588849,2774.008739,145.8869628,-12.76433201,744.1665742
14.01868177,15.14369833,50.40840598,292.8320391,2707.568305,169.671324,-5.903143403,750.0563995
14.01948041,9.118430511,68.50055484,278.8089509,2745.803653,153.2890844,-1.018125455,742.8058637
14.02002782,10.71207925,64.59565574,282.6085597,2746.860795,155.509011,1.125043921,737.1198671
14.02685728,10.3288674,63.0948571,281.8811844,2718.758099,158.1898953,-1.28821748,749.2586973
14.03023776,11.11005507,69.72586468,292.032952,2774.57409,155.1282297,-2.546451464,750.1429229
14.03412929,9.741640029,75.86959807,288.0180276,2901.80681,158.0162607,-8.852361415,750.2095582
14.05225527,7.423383966,8.961750927,215.5947314,1658.078386,143.6123971,-1.566832967,749.5278254
14.05365638,5.647240735,69.24079281,261.0450798,2850.777916,161.6204003,-4.612347159,749.4231125
14.07152358,5.21802927,66.49049416,255.7267272,2576.510345,147.2399581,-1.927509355,750.6572933
14.08242618,2.549413257,70.71295773,242.1643243,2826.038959,159.7050722,-1.575807996,750.1627787
14.09315553,13.52050452,60.723977,291.2298732,2812.486727,166.8590973,-10.63527421,750.63426
14.09315553,13.76251875,59.05622011,289.4512734,2812.486727,166.8590973,-8.494747413,743.6950471
14.10686366,11.00313308,65.17276117,283.6335405,2636.842956,151.6038301,-8.811145202,751.7198341
14.11169261,11.45766947,67.80694128,291.0175669,2837.513078,160.6228559,-1.408890184,750.115928
14.12210581,7.100530236,71.24907892,270.8343065,2676.848358,147.9641951,-0.341755572,749.4732865
14.13898941,5.731194198,56.08078091,247.3760382,2554.146299,161.6451406,-15.15116144,766.5184346
14.14105499,11.98024052,79.29515908,301.4326191,2858.969271,151.9302976,-8.018022863,750.5995249
14.14138017,5.316305912,70.67597581,257.5884416,2737.013498,149.348865,4.107696855,736.4203433
14.14148691,12.76914625,65.19297112,294.3732566,2901.862244,167.0984913,-2.025086308,749.9435137
14.14182828,10.72057248,78.23984615,295.6143979,2761.337567,144.0657439,3.736667825,740.1457404
14.14445092,10.79334619,31.92979906,253.6312226,2186.731559,155.7739253,-1.759967387,750.9860337
14.1568209,12.17952455,61.20587779,283.8915395,2576.66981,150.6482374,-10.27185119,750.1862362
14.16379542,10.57260397,74.23383951,288.932411,2880.768393,157.6331068,-7.345529029,749.5412682
14.17056425,3.476952601,24.92798699,206.7446289,1883.799978,152.5811316,-1.209687096,758.4382014
14.17056425,3.574776586,24.92798699,199.6799656,1903.852897,152.5811316,-11.27904745,742.9583191
14.17056425,4.024550743,24.92798699,207.8801019,1882.644849,152.5811316,-8.926550943,759.5477167
14.17114722,9.404918243,36.54581069,247.5626638,2307.59754,163.0837597,-8.495972837,751.8797965
14.1811,17.79695868,74.00090839,327.2959955,2975.524866,161.8012405,-3.530180683,753.6927837
14.18182892,13.13491711,59.64315313,286.9747911,2483.113984,144.9771058,-10.10344883,750.494392
14.20794439,7.979185982,60.71716415,263.6529129,2852.421287,169.7653094,-1.385975705,748.4634012
14.20794439,7.979185982,60.71716415,263.6529129,2852.421287,169.7653094,-1.385975705,748.4634012
14.20934028,4.599716081,59.14447625,241.8509629,2708.515886,163.8149996,-4.104069816,749.5668923
14.20997325,13.97568714,49.8955984,281.5082837,2498.196611,154.5903173,-8.565345161,748.4446534
14.2181675,11.69607995,87.60573711,305.8556503,2809.687709,142.9451107,-10.38492298,751.7922344
14.22745439,9.352,64.7065,273.7637842,2898.820902,167.1860892,-1.385574921,745.9557133
14.22745439,9.352,64.7065,273.7637842,2898.820902,167.1860892,-1.385574921,745.9557133
14.23348931,7.303171092,19.43831531,222.5273047,1951.207642,157.1894882,8.808693581,738.4860643
14.23862583,4.173466526,54.11758369,233.3637416,2669.12847,168.1698436,-6.496480012,750.2160672
14.24935411,16.91855604,63.51196037,312.5823419,2830.231303,161.4159218,0.426895933,750.5163038
14.25764267,2.862973905,34.16522469,207.8427154,1994.325241,144.9451989,-0.563832991,749.1446804
